HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Arsenal,Man United,3,1,1,1,12,3,2,3,0,0
Wolves,Liverpool,1,3,1,0,4,4,1,3,0,0
Aston Villa,Crystal Palace,3,1,0,0,4,2,5,3,0,0
Fulham,Luton,1,0,0,0,6,2,2,2,0,0
Man United,Brighton,1,3,0,1,8,1,2,2,0,0
Tottenham,Sheffield United,2,1,0,0,15,2,6,5,0,1
West Ham,Man City,1,3,1,0,4,11,3,2,0,0
Newcastle,Brentford,1,0,0,0,8,3,3,5,0,0
Bournemouth,Chelsea,0,0,0,0,1,7,1,5,0,0
Everton,Arsenal,0,1,0,0,1,11,1,1,0,0
Nott'm Forest,Burnley,1,1,0,1,5,4,2,3,0,1
Crystal Palace,Fulham,0,0,0,0,3,2,3,2,0,0
Luton,Wolves,1,1,0,0,10,1,0,2,0,1
Man City,Nott'm Forest,2,0,2,0,6,6,3,7,1,0
Brentford,Everton,1,3,1,1,1,4,2,2,0,0
Burnley,Man United,0,1,0,1,9,5,1,2,0,0
Arsenal,Tottenham,2,2,1,1,11,4,3,4,0,0
Brighton,Bournemouth,3,1,1,1,4,4,3,3,0,0
Chelsea,Aston Villa,0,1,0,0,5,11,2,3,0,0
Liverpool,West Ham,3,1,1,1,7,4,0,2,0,0
Sheffield United,Newcastle,0,8,0,3,2,6,3,0,0,0
