HomeTeam,AwayTeam,FTHG,FTAG
Silkeborg,Hobro,0,1
FC Copenhagen,Brondby,3,1
Midtjylland,Esbjerg,3,0
Aalborg,Randers FC,2,1
Vestsjaelland,Odense,1,2
Randers FC,Midtjylland,1,2
Sonderjyske,Silkeborg,1,4
Nordsjaelland,Vestsjaelland,2,0
Esbjerg,FC Copenhagen,0,1
Brondby,Odense,2,0
Hobro,Aalborg,1,0
Odense,Esbjerg,0,2
Midtjylland,Hobro,3,0
Silkeborg,Nordsjaelland,2,2
Aalborg,Sonderjyske,1,4
Vestsjaelland,Brondby,0,1
FC Copenhagen,Randers FC,1,1
Sonderjyske,Nordsjaelland,1,2
Hobro,Silkeborg,2,2
Esbjerg,Midtjylland,3,3
Brondby,FC Copenhagen,0,0
Randers FC,Aalborg,1,1
Odense,Vestsjaelland,1,2
Hobro,Esbjerg,3,1
Randers FC,Vestsjaelland,1,1
Nordsjaelland,Odense,1,2
Aalborg,Midtjylland,1,2
Sonderjyske,Brondby,0,1
Silkeborg,FC Copenhagen,0,4
Midtjylland,Silkeborg,1,0
Vestsjaelland,Aalborg,2,1
Odense,Sonderjyske,0,0
Brondby,Hobro,0,1
FC Copenhagen,Nordsjaelland,2,0
Esbjerg,Randers FC,0,0
Esbjerg,Odense,0,2
Nordsjaelland,Silkeborg,1,0
Sonderjyske,Aalborg,0,3
Brondby,Vestsjaelland,4,0
Randers FC,FC Copenhagen,3,0
Hobro,Midtjylland,0,0
Aalborg,Hobro,5,0
Silkeborg,Sonderjyske,2,2
Vestsjaelland,Nordsjaelland,2,1
FC Copenhagen,Esbjerg,2,1
Odense,Brondby,0,2
Midtjylland,Randers FC,5,2
Randers FC,Nordsjaelland,2,0
Esbjerg,Silkeborg,5,2
Hobro,Sonderjyske,2,2
Odense,Midtjylland,3,1
Brondby,Aalborg,1,1
Vestsjaelland,FC Copenhagen,0,1
Aalborg,Odense,0,2
Hobro,Vestsjaelland,0,1
Silkeborg,Brondby,0,2
Midtjylland,FC Copenhagen,2,0
Nordsjaelland,Esbjerg,1,3
Sonderjyske,Randers FC,1,1
Odense,Silkeborg,1,1
FC Copenhagen,Aalborg,1,0
Randers FC,Hobro,0,1
Vestsjaelland,Midtjylland,0,0
Brondby,Nordsjaelland,3,1
Esbjerg,Sonderjyske,2,3
Sonderjyske,Vestsjaelland,1,1
Nordsjaelland,Hobro,4,2
Silkeborg,Randers FC,0,2
FC Copenhagen,Odense,1,0
Midtjylland,Brondby,2,3
Aalborg,Esbjerg,1,0
Esbjerg,Vestsjaelland,2,1
Hobro,Odense,2,2
Nordsjaelland,Midtjylland,1,0
Randers FC,Brondby,1,1
Silkeborg,Aalborg,1,2
Sonderjyske,FC Copenhagen,1,2
Aalborg,Nordsjaelland,1,0
Brondby,Esbjerg,0,1
FC Copenhagen,Hobro,1,0
Midtjylland,Sonderjyske,2,1
Odense,Randers FC,0,2
Vestsjaelland,Silkeborg,3,1
Nordsjaelland,Sonderjyske,0,2
Midtjylland,Viborg,2,0
Odense,Hobro,3,0
Aarhus,Brondby,2,1
Aalborg,Esbjerg,1,1
Hobro,Aalborg,0,1
Sonderjyske,Midtjylland,1,2
Randers FC,Nordsjaelland,3,0
Brondby,Odense,1,2
Esbjerg,FC Copenhagen,1,2
Viborg,Aarhus,0,0
Viborg,Esbjerg,2,1
