HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Sp Gijon,Castellon,4,1,1,1,1,5,2,3,0,1
Albacete,Las Palmas,2,1,0,1,4,2,3,2,0,0
Granada,Albacete,1,2,1,2,9,5,6,3,0,0
Mirandes,Cordoba,1,0,1,0,2,9,1,1,0,0
Cadiz,Zaragoza,0,4,0,2,6,0,3,2,0,0
Eibar,Castellon,1,0,1,0,3,3,4,1,0,0
Ferrol,Malaga,2,2,0,1,3,3,1,3,0,0
La Coruna,Oviedo,0,1,0,1,3,5,3,4,0,0
Santander,Almeria,2,2,2,0,5,7,3,2,0,0
Sp Gijon,Levante,1,2,0,2,7,1,2,2,0,0
Burgos,Cartagena,3,1,2,1,5,5,2,4,0,0
Elche,Huesca,0,1,0,0,3,1,3,2,0,0
Eldense,Tenerife,2,1,0,0,7,2,1,3,0,0
Santander,Eibar,2,2,0,1,7,5,3,2,0,0
Huesca,La Coruna,2,1,1,0,3,11,4,0,0,0
Ferrol,Granada,0,1,0,0,7,7,2,3,0,0
Sp Gijon,Eldense,0,0,0,0,6,6,2,2,0,0
Levante,Cadiz,1,1,0,0,6,4,2,5,0,0
Malaga,Mirandes,1,1,0,1,2,2,2,3,0,0
Tenerife,Almeria,0,1,0,0,4,8,0,2,1,0
Albacete,Elche,1,0,0,0,0,8,2,1,0,0
Castellon,Oviedo,0,0,0,0,10,3,0,2,0,0
Cartagena,Zaragoza,1,2,1,0,5,5,2,2,0,0
Cordoba,Burgos,2,2,0,0,4,4,1,2,1,0
Granada,Huesca,1,3,0,1,5,4,1,3,0,0
Oviedo,Santander,1,3,1,2,4,4,2,2,0,0
Cadiz,Tenerife,2,2,0,1,3,4,6,2,0,0
Almeria,Sp Gijon,1,1,0,0,10,1,0,3,0,0
Malaga,Albacete,2,1,1,1,8,1,3,4,1,0
Burgos,Castellon,0,2,0,0,8,6,0,1,0,0
La Coruna,Ferrol,1,0,0,0,9,7,3,1,0,0
Eldense,Cartagena,1,2,1,0,7,0,4,3,0,0
Mirandes,Zaragoza,0,0,0,0,6,6,2,2,0,0
Eibar,Levante,2,2,0,1,10,2,2,2,0,0
Elche,Cordoba,3,1,1,0,5,4,0,2,0,0
Tenerife,Santander,0,1,0,0,4,5,3,4,0,1
Granada,La Coruna,1,1,1,0,4,6,3,0,0,0
Huesca,Burgos,0,1,0,0,4,4,5,2,1,0
Sp Gijon,Oviedo,3,1,2,0,1,6,4,3,0,0
