HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Modena,Palermo,2,2,0,2,7,6,3,2,0,0
Salernitana,Spezia,0,2,0,0,5,9,4,1,0,0
Sudtirol,Pisa,1,2,1,1,3,2,1,3,0,0
Brescia,Sassuolo,2,5,1,1,3,3,2,3,0,0
Carrarese,Mantova,1,1,0,0,5,3,1,4,0,0
Juve Stabia,Cremonese,1,2,1,1,6,2,0,3,0,0
Reggiana,Frosinone,2,0,1,0,0,8,4,2,0,0
Cesena,Sampdoria,3,5,2,2,3,5,3,2,1,0
Spezia,Bari,0,0,0,0,5,1,2,3,0,0
Cesena,Brescia,2,0,1,0,5,7,5,1,0,0
Cosenza,Juve Stabia,1,1,1,1,7,5,4,2,1,0
Cremonese,Salernitana,2,1,2,0,0,3,4,2,0,0
Palermo,Reggiana,2,0,2,0,5,4,1,2,0,0
Carrarese,Cittadella,3,0,3,0,4,8,0,1,0,0
Sassuolo,Modena,2,0,1,0,5,6,2,0,0,0
Catanzaro,Sudtirol,3,0,3,0,0,8,1,2,0,0
Frosinone,Pisa,0,0,0,0,4,13,3,3,1,0
Sampdoria,Mantova,1,0,0,0,3,5,2,3,0,0
Bari,Carrarese,0,0,0,0,3,3,3,3,0,0
Brescia,Spezia,1,1,0,1,1,3,5,4,0,1
Juve Stabia,Sassuolo,2,2,1,1,3,3,0,1,0,1
Modena,Cremonese,2,2,2,1,8,5,2,4,0,0
Reggiana,Cosenza,0,1,0,1,3,1,4,6,0,0
Salernitana,Cesena,1,1,1,1,3,3,3,3,1,0
Sudtirol,Frosinone,1,1,0,0,4,5,2,2,0,0
Cittadella,Sampdoria,0,0,0,0,3,5,3,1,0,0
Mantova,Palermo,0,0,0,0,4,4,1,3,0,0
Pisa,Catanzaro,0,0,0,0,7,3,4,2,0,1
Bari,Reggiana,2,2,0,0,6,6,2,2,0,0
Carrarese,Juve Stabia,0,0,0,0,4,2,3,1,0,0
Spezia,Modena,1,0,1,0,6,4,4,4,0,0
Catanzaro,Frosinone,0,0,0,0,5,1,2,2,0,0
Cesena,Sudtirol,1,0,0,0,8,4,1,2,0,0
Cosenza,Salernitana,1,1,1,0,3,3,3,3,0,0
Cremonese,Pisa,1,3,1,2,4,1,1,1,0,0
Palermo,Cittadella,0,1,0,0,1,2,2,4,0,0
Sampdoria,Brescia,0,1,0,0,7,11,3,2,1,0
Sassuolo,Mantova,1,0,0,0,5,4,1,2,0,0
Frosinone,Palermo,1,1,1,1,5,5,3,1,0,0
Brescia,Cosenza,2,3,0,2,6,0,6,3,0,0
Modena,Carrarese,2,0,1,0,4,3,2,2,0,0
Pisa,Sampdoria,3,0,1,0,2,5,2,2,0,0
Sudtirol,Sassuolo,0,1,0,0,1,7,1,1,0,0
Mantova,Cremonese,1,0,0,0,5,5,2,7,0,1
Cittadella,Cesena,0,2,0,0,2,6,2,1,1,0
Juve Stabia,Spezia,0,3,0,1,6,8,2,4,0,0
Reggiana,Catanzaro,2,2,2,1,1,4,1,2,0,0
Salernitana,Bari,0,2,0,2,9,2,2,3,0,0
Cosenza,Modena,1,1,0,1,10,1,2,2,0,1
Carrarese,Pisa,1,0,0,0,6,2,3,0,0,1
Catanzaro,Mantova,2,2,1,1,8,3,4,5,0,1
Juve Stabia,Brescia,0,0,0,0,8,5,3,2,1,0
Sassuolo,Salernitana,4,0,0,0,5,3,0,2,0,0
Cesena,Reggiana,1,1,0,0,11,2,3,2,0,0
Bari,Cittadella,3,2,3,0,7,8,3,4,0,0
Cremonese,Frosinone,1,0,0,0,4,3,2,1,0,0
Spezia,Sudtirol,3,0,2,0,6,0,1,2,0,0
Palermo,Sampdoria,1,1,1,1,9,2,0,2,0,0
Reggiana,Sassuolo,0,2,0,1,3,2,6,6,0,0
