HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Raith Rvs,Queens Park,3,2,1,0,8,1,1,0,0,1
Ayr,Partick,0,4,0,1,9,3,3,1,0,0
Arbroath,Airdrie Utd,4,0,2,0,2,5,0,1,1,1
Dundee United,Morton,1,1,1,0,5,4,1,3,1,0
Queens Park,Dunfermline,0,2,0,0,8,9,2,3,0,0
Raith Rvs,Inverness C,1,0,0,0,3,7,2,2,0,0
Queens Park,Ayr,2,5,1,4,4,2,2,0,0,0
Airdrie Utd,Raith Rvs,1,0,0,0,2,1,1,4,0,0
Dunfermline,Morton,3,1,2,0,10,4,0,3,0,0
Inverness C,Dundee United,0,1,0,0,4,2,2,3,0,1
Partick,Arbroath,0,3,0,2,4,6,3,2,0,0
Arbroath,Inverness C,2,3,0,2,8,2,1,1,0,0
Ayr,Raith Rvs,1,2,0,2,8,4,2,2,0,0
Dundee United,Queens Park,4,1,1,1,4,2,0,2,0,0
Morton,Airdrie Utd,0,1,0,1,6,3,2,3,0,0
Partick,Dunfermline,3,0,1,0,4,9,3,1,0,0
Airdrie Utd,Ayr,1,2,0,1,7,7,1,1,0,0
Inverness C,Partick,0,0,0,0,6,4,0,1,0,0
Queens Park,Morton,0,0,0,0,10,3,1,3,0,0
Raith Rvs,Dundee United,1,1,1,0,3,3,3,4,0,0
Airdrie Utd,Queens Park,1,1,1,0,1,5,0,3,0,1
Dunfermline,Ayr,0,1,0,1,4,11,0,1,0,0
Partick,Dundee United,0,5,0,1,2,4,1,2,1,0
Dundee United,Arbroath,6,0,3,0,10,5,0,1,0,0
Queens Park,Partick,2,2,0,1,9,1,2,0,0,0
Ayr,Morton,0,1,0,0,4,10,2,4,0,0
Inverness C,Airdrie Utd,1,0,1,0,3,5,2,2,0,0
Raith Rvs,Dunfermline,1,0,0,0,6,9,1,3,0,0
Airdrie Utd,Dundee United,0,2,0,1,9,3,0,0,0,0
Morton,Raith Rvs,1,2,0,2,5,5,4,2,0,0
Partick,Ayr,2,2,1,1,4,3,1,0,0,0
Morton,Dunfermline,1,2,0,2,7,6,4,2,0,0
Arbroath,Partick,1,3,0,1,7,9,2,1,0,0
Ayr,Queens Park,2,2,2,0,2,7,0,2,0,0
Dundee United,Inverness C,1,1,0,0,5,3,1,1,0,0
Raith Rvs,Airdrie Utd,1,1,1,0,6,3,0,1,0,0
Dunfermline,Dundee United,1,2,0,1,3,7,4,3,0,0
