HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Gent,Anderlecht,4,2,1.0,2.0,9.0,8.0,4.0,3.0,0.0,0.0
Dender,Antwerp,1,0,1.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0
Charleroi,Standard,2,0,2.0,0.0,7.0,9.0,2.0,1.0,0.0,0.0
St Truiden,Oud-Heverlee Leuven,1,0,1.0,0.0,2.0,3.0,3.0,6.0,0.0,0.0
Standard,Gent,0,4,0.0,2.0,8.0,4.0,2.0,0.0,0.0,0.0
RAAL La Louviere,St Truiden,1,2,0.0,0.0,6.0,5.0,2.0,2.0,0.0,0.0
Club Brugge,Waregem,4,3,1.0,2.0,7.0,0.0,3.0,3.0,0.0,0.0
Oud-Heverlee Leuven,St. Gilloise,0,0,0.0,0.0,4.0,9.0,3.0,2.0,0.0,0.0
Antwerp,Charleroi,0,2,0.0,1.0,4.0,6.0,2.0,2.0,0.0,0.0
Genk,Cercle Brugge,1,1,1.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0
Anderlecht,Dender,0,0,0.0,0.0,6.0,6.0,2.0,4.0,0.0,0.0
Mechelen,Westerlo,1,1,0.0,1.0,9.0,5.0,3.0,1.0,0.0,0.0
RAAL La Louviere,Gent,1,1,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0
Cercle Brugge,Antwerp,0,4,0.0,2.0,2.0,5.0,1.0,1.0,1.0,0.0
Waregem,Westerlo,0,1,0.0,1.0,7.0,3.0,1.0,2.0,0.0,0.0
St Truiden,Charleroi,0,2,0.0,0.0,6.0,6.0,2.0,3.0,1.0,0.0
Standard,Anderlecht,2,0,1.0,0.0,9.0,4.0,2.0,4.0,0.0,0.0
Dender,Genk,1,2,0.0,2.0,8.0,2.0,5.0,1.0,0.0,0.0
St. Gilloise,Club Brugge,1,0,1.0,0.0,5.0,5.0,3.0,2.0,0.0,0.0
Oud-Heverlee Leuven,Mechelen,2,2,1.0,0.0,7.0,5.0,3.0,6.0,0.0,0.0
Westerlo,St Truiden,0,4,0.0,3.0,6.0,5.0,3.0,1.0,1.0,0.0
Waregem,Dender,1,0,0.0,0.0,6.0,1.0,1.0,4.0,0.0,0.0
Charleroi,Cercle Brugge,3,4,1.0,3.0,6.0,3.0,3.0,3.0,1.0,1.0
Gent,Oud-Heverlee Leuven,1,3,0.0,2.0,6.0,5.0,2.0,5.0,0.0,0.0
Genk,Anderlecht,2,0,0.0,0.0,5.0,7.0,2.0,1.0,0.0,0.0
St. Gilloise,RAAL La Louviere,2,1,1.0,1.0,9.0,1.0,4.0,4.0,0.0,0.0
Club Brugge,Standard,3,0,3.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0
Mechelen,Antwerp,2,0,1.0,0.0,3.0,6.0,1.0,1.0,0.0,0.0
Mechelen,Genk,2,3,1.0,1.0,2.0,4.0,2.0,3.0,0.0,0.0
Oud-Heverlee Leuven,Dender,3,2,2.0,1.0,10.0,7.0,2.0,1.0,0.0,0.0
Charleroi,Gent,2,3,0.0,1.0,12.0,4.0,0.0,3.0,0.0,0.0
Standard,St. Gilloise,1,1,1.0,0.0,3.0,5.0,4.0,4.0,0.0,0.0
Cercle Brugge,Club Brugge,1,2,0.0,0.0,2.0,8.0,1.0,3.0,0.0,0.0
Antwerp,Westerlo,0,2,0.0,1.0,4.0,2.0,2.0,4.0,0.0,0.0
Anderlecht,RAAL La Louviere,0,0,0.0,0.0,8.0,4.0,1.0,5.0,0.0,0.0
St Truiden,Waregem,3,2,2.0,2.0,7.0,6.0,3.0,3.0,0.0,1.0
Gent,Cercle Brugge,0,1,0.0,1.0,4.0,10.0,0.0,4.0,1.0,0.0
Dender,St Truiden,1,4,1.0,2.0,4.0,9.0,3.0,0.0,0.0,0.0
Club Brugge,Oud-Heverlee Leuven,2,1,0.0,0.0,12.0,4.0,0.0,1.0,0.0,0.0
St. Gilloise,Antwerp,2,1,1.0,0.0,10.0,1.0,2.0,1.0,0.0,0.0
Genk,Standard,0,3,0.0,2.0,9.0,5.0,0.0,0.0,0.0,0.0
RAAL La Louviere,Mechelen,0,2,0.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0
Waregem,Anderlecht,2,4,0.0,3.0,6.0,4.0,1.0,1.0,0.0,0.0
Westerlo,Charleroi,2,1,1.0,1.0,0.0,6.0,2.0,2.0,0.0,0.0
Standard,RAAL La Louviere,1,1,1.0,1.0,4.0,3.0,1.0,3.0,0.0,0.0
Mechelen,Waregem,2,1,1.0,0.0,1.0,8.0,1.0,2.0,0.0,0.0
Antwerp,St Truiden,1,0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,0.0
Anderlecht,Oud-Heverlee Leuven,5,1,1.0,1.0,9.0,8.0,4.0,4.0,0.0,0.0
Genk,Gent,3,0,1.0,0.0,7.0,8.0,2.0,0.0,0.0,0.0
Westerlo,St. Gilloise,0,0,0.0,0.0,5.0,3.0,1.0,3.0,1.0,0.0
Charleroi,Club Brugge,1,2,1.0,0.0,2.0,4.0,5.0,1.0,1.0,0.0
Cercle Brugge,Dender,0,0,0.0,0.0,9.0,4.0,1.0,2.0,0.0,0.0
RAAL La Louviere,Antwerp,0,0,0.0,0.0,7.0,3.0,1.0,3.0,0.0,1.0
Oud-Heverlee Leuven,Westerlo,0,1,0.0,1.0,9.0,5.0,2.0,3.0,0.0,0.0
Dender,Charleroi,2,2,2.0,1.0,5.0,13.0,1.0,1.0,0.0,0.0
St. Gilloise,Genk,2,1,1.0,0.0,5.0,1.0,3.0,2.0,0.0,0.0
Club Brugge,Anderlecht,2,2,1.0,1.0,11.0,2.0,1.0,3.0,0.0,0.0
Gent,Mechelen,3,1,2.0,0.0,3.0,5.0,2.0,2.0,0.0,0.0
Waregem,Standard,0,1,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0
St Truiden,Cercle Brugge,2,1,1.0,0.0,7.0,5.0,0.0,4.0,0.0,0.0
Gent,Waregem,2,0,1.0,0.0,2.0,6.0,2.0,1.0,0.0,0.0
Charleroi,Oud-Heverlee Leuven,0,2,0.0,0.0,10.0,3.0,1.0,1.0,0.0,0.0
St. Gilloise,Dender,2,0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0
Westerlo,Club Brugge,1,2,0.0,2.0,11.0,2.0,1.0,2.0,0.0,0.0
Genk,St Truiden,1,0,1.0,0.0,5.0,8.0,2.0,0.0,0.0,0.0
Antwerp,Standard,1,1,0.0,0.0,5.0,3.0,2.0,3.0,1.0,0.0
Mechelen,Anderlecht,1,0,0.0,0.0,5.0,4.0,2.0,8.0,0.0,1.0
Cercle Brugge,RAAL La Louviere,1,3,0.0,1.0,5.0,7.0,2.0,2.0,0.0,0.0
Anderlecht,St Truiden,1,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Beerschot VA,Oud-Heverlee Leuven,0,0,0.0,0.0,2.0,6.0,2.0,1.0,0.0,0.0
Charleroi,Antwerp,0,1,0.0,1.0,5.0,6.0,5.0,2.0,0.0,0.0
Club Brugge,Mechelen,1,1,0.0,0.0,7.0,2.0,1.0,2.0,0.0,0.0
Dender,St. Gilloise,0,0,0.0,0.0,4.0,6.0,4.0,2.0,0.0,0.0
Genk,Standard,0,0,0.0,0.0,10.0,1.0,0.0,4.0,0.0,0.0
Kortrijk,Gent,0,1,0.0,0.0,8.0,4.0,2.0,2.0,0.0,0.0
Westerlo,Cercle Brugge,3,0,1.0,0.0,6.0,7.0,0.0,1.0,0.0,0.0
St. Gilloise,Beerschot VA,3,1,2.0,0.0,4.0,6.0,2.0,2.0,0.0,0.0
Mechelen,Westerlo,2,4,0.0,2.0,8.0,4.0,4.0,3.0,0.0,0.0
Oud-Heverlee Leuven,Genk,3,1,2.0,0.0,2.0,10.0,2.0,2.0,0.0,0.0
St Truiden,Charleroi,1,4,0.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0
Antwerp,Anderlecht,1,2,1.0,1.0,7.0,2.0,2.0,0.0,0.0,0.0
Cercle Brugge,Kortrijk,1,2,1.0,1.0,14.0,7.0,2.0,3.0,0.0,0.0
