HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Fiorentina,Lazio,2,1,0,1,3,10,3,4,0,0
Monza,Bologna,1,2,1,1,2,2,3,2,0,0
Roma,Udinese,3,0,1,0,2,1,2,2,0,0
Inter,Milan,1,2,1,1,6,2,4,1,0,0
Atalanta,Como,2,3,1,0,6,2,1,3,0,0
Milan,Lecce,3,0,3,0,4,7,1,1,1,0
Udinese,Inter,2,3,1,2,7,3,1,0,0,0
Genoa,Juventus,0,3,0,0,5,3,2,1,0,0
Bologna,Atalanta,1,1,0,0,2,9,3,3,1,0
Torino,Lazio,2,3,0,1,3,1,2,3,0,0
Como,Verona,3,2,1,0,9,1,2,5,0,1
Roma,Venezia,2,1,0,1,6,3,1,2,0,0
Empoli,Fiorentina,0,0,0,0,2,4,0,1,0,0
Napoli,Monza,2,0,2,0,1,3,1,2,0,0
Parma,Cagliari,2,3,0,1,5,3,3,2,0,0
Napoli,Como,3,1,1,1,4,1,1,1,0,0
Verona,Venezia,2,1,1,1,13,6,3,0,0,0
Udinese,Lecce,1,0,0,0,5,0,2,2,0,0
Atalanta,Genoa,5,1,1,0,4,2,0,0,0,0
Inter,Torino,3,2,2,1,14,0,1,2,0,1
Juventus,Cagliari,1,1,1,0,8,3,5,2,1,0
Bologna,Parma,0,0,0,0,13,6,1,0,0,1
Lazio,Empoli,2,1,1,1,5,3,2,4,0,0
Monza,Roma,1,1,0,0,1,3,3,1,0,0
Fiorentina,Milan,2,1,1,0,0,7,2,3,0,1
Como,Parma,1,1,1,1,7,4,1,2,0,0
Genoa,Bologna,2,2,0,1,1,7,2,0,0,0
Milan,Udinese,1,0,1,0,8,4,2,3,1,0
Juventus,Lazio,1,0,0,0,7,1,4,2,0,1
Empoli,Napoli,0,1,0,0,7,7,2,2,0,0
Lecce,Fiorentina,0,6,0,3,1,3,0,5,1,0
Venezia,Atalanta,0,2,0,1,2,5,1,1,0,0
Cagliari,Torino,3,2,1,1,9,12,1,3,0,0
Roma,Inter,0,1,0,0,3,3,2,3,0,0
Verona,Monza,0,3,0,1,9,6,3,2,0,0
Udinese,Cagliari,2,0,1,0,2,4,2,3,0,1
Torino,Como,1,0,0,0,1,3,3,3,0,0
Napoli,Lecce,1,0,0,0,16,5,3,2,0,0
Atalanta,Verona,6,1,5,1,4,2,0,1,0,0
Parma,Empoli,1,1,0,1,9,3,4,5,0,0
Lazio,Genoa,3,0,1,0,7,4,3,1,0,0
Monza,Venezia,2,2,2,2,4,3,4,2,1,0
Inter,Juventus,4,4,3,2,13,5,2,1,0,0
Fiorentina,Roma,5,1,3,1,6,2,2,5,0,1
Cagliari,Bologna,0,2,0,1,7,2,2,2,0,0
Lecce,Verona,1,0,0,0,3,4,1,3,0,2
Milan,Napoli,0,2,0,2,5,1,0,1,0,0
Empoli,Inter,0,3,0,0,1,4,1,1,1,0
Venezia,Udinese,3,2,1,2,2,6,3,4,0,1
Atalanta,Monza,2,0,0,0,5,1,2,3,0,0
Juventus,Parma,2,2,1,2,10,6,2,0,0,0
Genoa,Fiorentina,0,1,0,0,4,4,4,2,0,0
Como,Lazio,1,5,0,2,3,5,2,5,1,1
Roma,Torino,1,0,1,0,3,5,2,2,0,0
Bologna,Lecce,1,0,0,0,9,1,2,2,0,0
Udinese,Juventus,0,2,0,2,10,3,2,2,0,0
Monza,Milan,0,1,0,1,3,5,2,1,0,0
Napoli,Atalanta,0,3,0,2,4,3,1,3,0,0
Torino,Fiorentina,0,1,0,1,1,3,2,1,0,0
Verona,Roma,3,2,2,1,2,2,2,2,1,0
Inter,Venezia,1,0,0,0,9,3,2,1,0,0
Empoli,Como,1,0,0,0,3,6,1,0,0,0
Parma,Genoa,0,1,0,0,3,7,2,5,0,0
Lazio,Cagliari,2,1,1,1,2,3,3,8,0,2
Genoa,Como,1,1,0,1,8,5,4,3,0,0
Lecce,Empoli,1,1,0,1,4,3,0,3,0,0
Venezia,Parma,1,2,1,1,6,6,1,2,0,0
Cagliari,Milan,3,3,1,2,6,3,0,2,0,0
Juventus,Torino,2,0,1,0,5,5,1,3,0,0
Atalanta,Udinese,2,1,0,1,4,5,1,1,0,0
Fiorentina,Verona,3,1,1,1,8,3,1,2,0,0
Roma,Bologna,2,3,0,1,4,3,2,3,0,0
Monza,Lazio,0,1,0,1,6,6,5,1,0,0
Inter,Napoli,1,1,1,1,4,2,2,0,0,0
Verona,Inter,0,5,0,5,4,2,2,1,0,0
Milan,Juventus,0,0,0,0,2,4,3,2,0,0
Parma,Atalanta,1,3,0,2,2,5,0,2,0,0
Genoa,Cagliari,2,2,1,1,6,8,2,2,0,0
Como,Fiorentina,0,2,0,1,3,4,2,1,1,0
