HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Blackburn,Wrexham,0,2,0,2,4,8,4,2,0,0
Bristol City,Portsmouth,5,0,2,0,1,1,0,1,0,0
Charlton,Coventry,1,1,0,1,9,3,3,2,0,0
Derby,Middlesbrough,1,0,0,0,4,9,2,2,0,0
Hull,Stoke,0,1,0,1,6,6,3,2,0,0
Ipswich,Oxford,2,1,2,1,9,2,1,4,0,0
Preston,Sheffield Weds,3,0,1,0,4,7,2,0,0,0
QPR,Norwich,1,2,0,0,7,3,0,3,0,0
Southampton,Millwall,0,0,0,0,6,6,1,3,0,0
Swansea,West Brom,1,0,0,0,4,5,2,5,0,0
Watford,Birmingham,3,0,2,0,4,4,1,2,0,0
Sheffield United,Leicester,3,1,1,0,7,3,1,2,0,0
Birmingham,Coventry,3,2,2,1,2,6,3,1,0,1
QPR,Sheffield Weds,3,0,1,0,5,2,0,0,0,0
Blackburn,Charlton,2,2,1,2,2,5,1,4,0,0
Bristol City,Preston,0,2,0,1,6,3,0,2,0,0
Derby,Wrexham,1,2,1,1,12,2,1,2,0,0
Middlesbrough,Southampton,4,0,0,0,11,5,0,4,0,0
Millwall,Swansea,2,1,1,0,12,3,2,0,0,0
Norwich,Stoke,0,2,0,0,3,3,1,2,0,0
Leicester,West Brom,2,1,1,1,4,4,1,0,0,0
West Brom,Middlesbrough,2,3,0,1,4,1,2,0,0,0
Coventry,Leicester,2,1,0,1,5,3,1,4,0,0
Ipswich,Blackburn,3,0,2,0,7,6,0,4,0,0
Watford,Millwall,0,2,0,0,4,4,4,4,0,0
Charlton,Sheffield United,1,0,0,0,9,7,4,1,0,2
Oxford,Bristol City,0,0,0,0,6,5,2,3,0,0
Preston,Derby,0,1,0,0,5,10,2,5,0,0
Sheffield Weds,Portsmouth,0,1,0,0,7,6,0,2,0,0
Southampton,Hull,1,2,0,2,8,2,0,2,0,0
Stoke,QPR,0,0,0,0,6,2,3,4,0,0
Wrexham,Norwich,1,2,1,1,7,1,0,1,0,0
Swansea,Birmingham,1,1,1,0,5,5,0,0,0,0
Charlton,Derby,1,2,0,1,4,0,0,2,0,1
Coventry,Millwall,2,1,1,1,4,3,2,1,0,0
Ipswich,Bristol City,2,0,1,0,9,2,1,6,0,0
Oxford,QPR,0,0,0,0,2,6,1,2,0,0
Preston,Hull,0,3,0,2,6,6,2,3,1,0
Sheffield Weds,Birmingham,0,2,0,0,3,11,2,1,0,0
Swansea,Blackburn,3,1,1,1,4,3,2,3,0,0
West Brom,Norwich,0,5,0,1,10,2,3,1,0,0
Wrexham,Leicester,1,1,0,0,3,1,1,2,0,0
Southampton,Sheffield United,1,0,1,0,6,7,3,1,0,0
Watford,Portsmouth,1,1,0,0,8,7,1,1,0,0
Stoke,Middlesbrough,1,2,1,0,5,4,1,1,1,0
Derby,West Brom,1,1,1,0,1,6,2,3,0,0
Middlesbrough,Preston,4,0,3,0,8,3,0,2,0,1
Millwall,Charlton,4,0,1,0,6,3,1,1,0,0
Birmingham,Stoke,1,1,1,0,6,6,1,1,0,0
