HomeTeam,AwayTeam,FTHG,FTAG
Rovaniemi,Jaro,0,1
Lahti,HJK,0,2
Honka,SJK,1,1
Jaro,Lahti,0,4
Mariehamn,KuPS,3,1
Rovaniemi,MyPa,0,0
TPS,HJK,1,4
VPS,Inter Turku,1,0
SJK,VPS,0,3
Inter Turku,Rovaniemi,4,1
HJK,Honka,1,1
KuPS,TPS,1,0
Lahti,Mariehamn,1,1
MyPa,Jaro,2,1
HJK,MyPa,2,0
Honka,KuPS,2,2
Jaro,Mariehamn,1,0
Rovaniemi,SJK,1,2
TPS,Lahti,0,1
MyPa,Inter Turku,2,2
VPS,HJK,1,1
Inter Turku,Jaro,0,1
KuPS,VPS,0,1
Lahti,Honka,2,0
SJK,MyPa,3,1
Mariehamn,TPS,3,1
HJK,Rovaniemi,3,0
Inter Turku,SJK,1,1
Jaro,Mariehamn,1,1
Lahti,KTP,1,1
Rovaniemi,HJK,1,3
HJK,Lahti,1,1
Inter Turku,Ilves,3,1
KTP,KuPS,0,1
Mariehamn,HIFK,1,1
SJK,Rovaniemi,1,0
HIFK,HJK,1,1
Ilves,KTP,0,0
Jaro,SJK,0,1
KuPS,VPS,1,0
Lahti,Mariehamn,0,1
Rovaniemi,Inter Turku,0,4
HJK,KTP,1,0
Jaro,Ilves,3,1
Rovaniemi,HIFK,2,0
VPS,Mariehamn,0,1
HJK,Jaro,3,0
Ilves,Rovaniemi,0,1
KTP,VPS,3,2
Lahti,Inter Turku,1,1
Mariehamn,KuPS,1,1
SJK,HIFK,2,0
HIFK,Inter Turku,2,1
Jaro,Rovaniemi,1,2
KuPS,HJK,1,0
Lahti,SJK,1,0
Mariehamn,KTP,2,1
VPS,Ilves,2,3
HJK,VPS,1,0
Inter Turku,Jaro,2,0
SJK,KuPS,5,0
HJK,Mariehamn,1,0
Ilves,HIFK,1,1
SJK,VPS,2,0
Inter Turku,KTP,4,1
Jaro,Lahti,1,1
Rovaniemi,KuPS,1,0
HIFK,Jaro,3,2
KTP,SJK,0,0
KuPS,Inter Turku,1,1
Lahti,Rovaniemi,1,2
Mariehamn,Ilves,2,0
VPS,HJK,2,2
KuPS,Lahti,0,3
Mariehamn,Rovaniemi,1,0
SJK,Ilves,3,0
HJK,Inter Turku,2,0
KTP,HIFK,1,2
VPS,Jaro,1,2
Ilves,Lahti,2,1
Jaro,KTP,0,2
SJK,HJK,1,2
HIFK,KuPS,1,1
Inter Turku,Mariehamn,1,1
KTP,Lahti,0,0
HJK,KuPS,1,1
Rovaniemi,VPS,1,0
HJK,Ilves,2,1
Lahti,HIFK,2,0
Mariehamn,SJK,0,3
Rovaniemi,KTP,4,0
VPS,Inter Turku,3,0
Ilves,Inter Turku,1,0
HIFK,Jaro,0,0
KuPS,VPS,0,0
Lahti,HJK,0,0
SJK,Rovaniemi,0,1
KTP,Mariehamn,0,2
HIFK,Rovaniemi,1,1
Jaro,Ilves,3,0
HJK,SJK,3,1
Inter Turku,KTP,3,0
Mariehamn,KuPS,2,3
VPS,Lahti,2,0
HJK,Jaro,4,0
Inter Turku,HIFK,3,1
KTP,KuPS,3,1
Lahti,Mariehamn,0,0
Rovaniemi,Ilves,4,1
SJK,VPS,3,2
Jaro,KTP,0,0
KuPS,Lahti,1,0
Mariehamn,SJK,1,1
Rovaniemi,Inter Turku,1,1
VPS,HIFK,0,2
Ilves,HJK,1,1
HIFK,Mariehamn,1,1
Jaro,Rovaniemi,0,1
Inter Turku,HJK,3,0
KuPS,Jaro,1,3
Mariehamn,Ilves,0,0
VPS,Inter Turku,0,0
HJK,HIFK,1,1
KTP,Rovaniemi,0,0
Lahti,SJK,1,0
Rovaniemi,HJK,2,1
Ilves,KuPS,1,0
Jaro,VPS,2,1
SJK,KTP,1,0
Inter Turku,Mariehamn,1,1
KuPS,Inter Turku,1,1
Lahti,Ilves,3,1
Mariehamn,Jaro,4,3
SJK,HIFK,4,1
VPS,Rovaniemi,1,1
HJK,KTP,2,1
Jaro,HIFK,0,2
Ilves,SJK,0,0
Inter Turku,Lahti,0,2
Rovaniemi,Mariehamn,1,1
HIFK,Ilves,2,2
SJK,Inter Turku,0,1
KuPS,Rovaniemi,3,0
Lahti,Jaro,1,1
KTP,VPS,0,0
Ilves,KTP,2,0
Jaro,SJK,1,0
KuPS,HIFK,2,0
Rovaniemi,Lahti,1,2
VPS,Mariehamn,1,0
HJK,Lahti,1,0
Inter Turku,Ilves,1,2
Mariehamn,KTP,0,1
Rovaniemi,SJK,2,0
VPS,KuPS,2,2
Ilves,Jaro,1,0
Lahti,VPS,0,0
HIFK,Rovaniemi,1,1
KTP,Inter Turku,4,1
KuPS,Mariehamn,0,0
Rovaniemi,Ilves,0,0
Jaro,Inter Turku,0,0
KuPS,KTP,1,1
Mariehamn,Lahti,0,2
VPS,SJK,1,3
HJK,HIFK,1,1
SJK,KuPS,1,0
VPS,Lahti,3,1
Inter Turku,Rovaniemi,2,0
KTP,Jaro,1,0
HIFK,VPS,3,0
Ilves,HJK,1,0
Lahti,KuPS,1,0
SJK,Mariehamn,4,0
HJK,Inter Turku,0,2
KuPS,SJK,1,1
Lahti,KTP,3,2
Mariehamn,HIFK,1,0
Rovaniemi,Jaro,0,0
VPS,Ilves,1,0
SJK,Lahti,0,0
Ilves,Mariehamn,1,3
Jaro,HJK,1,1
HIFK,KuPS,1,3
Inter Turku,VPS,1,1
KTP,Rovaniemi,0,4
HIFK,VPS,0,3
Ilves,KuPS,1,0
Jaro,Mariehamn,0,0
HJK,Rovaniemi,0,2
KTP,SJK,1,3
KuPS,Ilves,1,2
