HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HC,AC,HY,AY,HR,AR
Sociedad,Mallorca,0,2,0,1,8,2,3,1,0,0
Getafe,Las Palmas,1,3,1,0,3,2,0,2,1,0
Celta,Espanol,0,2,0,1,13,5,2,2,0,0
Leganes,Barcelona,0,1,0,0,4,8,2,1,0,0
Osasuna,Girona,2,1,1,0,4,4,2,0,0,0
Alaves,Real Madrid,0,1,0,1,4,4,4,4,1,1
Betis,Villarreal,1,2,1,1,5,5,0,4,0,0
Ath Bilbao,Vallecano,3,1,0,1,7,1,4,3,0,0
Ath Madrid,Valladolid,4,2,2,1,5,1,1,1,0,0
Espanol,Getafe,1,0,1,0,6,8,0,2,0,1
Vallecano,Valencia,1,1,1,0,5,2,3,1,0,0
Barcelona,Celta,4,3,1,1,4,1,2,2,0,0
Mallorca,Leganes,0,0,0,0,4,4,2,1,0,0
Las Palmas,Ath Madrid,1,0,0,0,4,4,3,1,0,0
Valladolid,Osasuna,2,3,0,2,5,2,2,0,0,0
Villarreal,Sociedad,2,2,1,1,10,4,5,1,0,0
Sevilla,Alaves,1,1,1,1,3,6,2,2,0,0
Real Madrid,Ath Bilbao,1,0,0,0,14,1,1,2,0,0
Girona,Betis,1,3,0,3,8,9,3,2,0,0
Valencia,Espanol,1,1,0,1,6,4,2,1,0,0
Barcelona,Mallorca,1,0,0,0,13,2,0,1,0,0
Ath Bilbao,Las Palmas,1,0,1,0,3,3,1,3,0,0
Celta,Villarreal,3,0,1,0,6,3,2,1,0,1
Alaves,Sociedad,1,0,0,0,6,6,4,5,0,0
Getafe,Real Madrid,0,1,0,1,4,4,3,1,0,0
Leganes,Girona,1,1,0,0,4,5,4,2,1,0
Osasuna,Sevilla,1,0,1,0,4,4,4,2,0,1
Ath Madrid,Vallecano,3,0,2,0,6,3,0,2,0,0
Betis,Valladolid,5,1,1,1,4,4,1,0,0,0
Villarreal,Espanol,1,0,0,0,8,6,4,0,0,0
Vallecano,Getafe,1,0,1,0,7,3,3,2,0,1
Alaves,Ath Madrid,0,0,0,0,3,5,3,2,0,0
Villarreal,Osasuna,4,2,3,0,2,8,4,1,0,0
Las Palmas,Valencia,2,3,1,1,9,5,1,1,0,0
Valladolid,Barcelona,1,2,1,0,4,8,3,2,0,0
Real Madrid,Celta,3,2,2,0,4,6,2,1,0,0
Sevilla,Leganes,2,2,1,1,8,2,4,5,0,0
Espanol,Betis,1,2,1,0,3,7,2,0,0,0
Sociedad,Ath Bilbao,0,0,0,0,7,3,1,2,0,0
Girona,Mallorca,1,0,1,0,5,2,0,2,0,0
Las Palmas,Vallecano,0,1,0,0,8,8,2,3,0,0
Valencia,Getafe,3,0,3,0,2,6,3,5,0,0
Celta,Sevilla,3,2,1,1,3,6,0,2,1,0
Girona,Villarreal,0,1,0,0,5,3,2,3,0,0
Mallorca,Valladolid,2,1,1,1,5,10,2,1,0,0
Ath Madrid,Sociedad,4,0,4,0,3,3,0,1,0,0
Leganes,Espanol,3,2,2,0,3,8,2,2,0,0
